pH,N,P,K,Rainfall,crop
6.9,144.6,3.8,295.2,130.6,Maize
5.6,181.8,11.1,319.9,130.6,Maize
5.6,134.3,10.1,350.7,130.6,Maize
6.4,170.9,7.1,368.8,130.6,Maize
6.2,183.1,9.0,315.2,130.6,Maize
6.1,152.2,5.9,292.9,130.6,Maize
6.4,137.6,8.2,389.1,130.6,Maize
5.5,182.3,9.8,339.1,130.6,Maize
6.0,189.9,5.4,338.1,130.6,Maize
6.1,150.1,9.3,290.1,130.6,Maize
6.8,212.2,7.1,382.2,130.6,Maize
5.8,173.1,3.4,275.3,130.6,Maize
6.4,155.5,6.6,359.6,130.6,Maize
6.5,217.7,10.5,322.3,130.6,Maize
5.5,133.0,7.8,307.3,130.6,Maize
6.5,179.5,10.2,382.9,130.6,Maize
5.6,137.5,6.6,297.0,130.6,Maize
6.8,216.2,9.3,354.6,130.6,Maize
5.7,215.5,11.4,353.5,130.6,Maize
6.1,142.0,6.7,385.0,130.6,Maize
5.6,217.3,4.5,381.3,130.6,Maize
5.7,205.0,11.2,347.6,130.6,Maize
6.8,178.0,5.6,331.1,130.6,Maize
6.9,167.4,4.3,381.7,130.6,Maize
6.0,207.6,10.4,357.0,130.6,Maize
6.8,153.9,3.5,302.2,130.6,Maize
6.1,135.8,9.5,277.3,130.6,Maize
6.2,217.4,9.5,324.8,130.6,Maize
6.5,166.4,10.7,361.6,130.6,Maize
6.8,178.3,9.8,283.7,130.6,Maize
6.6,166.6,8.6,323.7,130.6,Maize
7.0,183.1,4.6,368.5,130.6,Maize
6.8,162.4,6.0,314.5,130.6,Maize
5.9,182.1,9.9,318.8,130.6,Maize
6.5,211.7,5.4,333.7,130.6,Maize
5.7,179.6,6.5,359.6,130.6,Maize
6.2,186.3,9.0,344.9,130.6,Maize
6.2,165.7,5.0,348.3,130.6,Maize
6.4,202.0,4.8,381.9,130.6,Maize
6.0,161.8,10.2,378.4,130.6,Maize
6.8,186.9,6.8,298.5,130.6,Maize
6.1,165.7,6.0,357.0,130.6,Maize
6.0,202.4,11.1,314.7,130.6,Maize
6.4,186.1,7.3,385.9,130.6,Maize
5.8,197.1,6.7,316.7,130.6,Maize
6.5,164.5,3.8,372.9,130.6,Maize
6.5,196.3,10.0,385.8,130.6,Maize
6.7,149.2,5.1,351.3,130.6,Maize
6.3,196.8,3.6,293.4,130.6,Maize
6.1,165.3,6.9,365.4,130.6,Maize
6.2,178.5,3.9,301.1,130.6,Maize
6.2,205.4,7.9,321.8,130.6,Maize
6.3,134.0,3.9,276.0,130.6,Maize
6.9,187.6,9.3,367.9,130.6,Maize
6.9,160.2,5.5,321.0,130.6,Maize
5.5,213.8,6.3,381.2,130.6,Maize
6.2,166.0,5.3,336.8,130.6,Maize
6.8,158.5,5.3,337.4,130.6,Maize
5.9,148.2,4.1,323.7,130.6,Maize
5.9,183.3,4.3,371.4,130.6,Maize
5.9,173.9,5.4,304.3,130.6,Maize
6.6,198.9,6.4,311.7,130.6,Maize
6.8,208.0,3.4,312.7,130.6,Maize
5.5,189.1,8.6,297.7,130.6,Maize
6.3,220.5,4.8,328.6,130.6,Maize
6.5,203.3,11.3,346.1,130.6,Maize
5.7,145.5,11.5,386.0,130.6,Maize
6.8,184.7,11.7,328.6,130.6,Maize
5.7,162.3,8.2,381.7,130.6,Maize
6.3,139.8,7.0,333.6,130.6,Maize
5.7,168.9,6.1,357.3,130.6,Maize
5.9,197.4,3.8,339.8,130.6,Maize
6.7,171.5,9.2,354.5,130.6,Maize
6.6,201.1,8.6,376.1,130.6,Maize
5.7,210.7,4.6,354.3,130.6,Maize
6.4,212.7,6.0,289.0,130.6,Maize
6.4,216.7,5.7,335.1,130.6,Maize
6.7,133.3,7.1,276.1,130.6,Maize
6.6,181.1,9.5,308.5,130.6,Maize
5.8,142.9,6.0,388.0,130.6,Maize
6.5,165.1,7.4,379.6,130.6,Maize
6.8,207.0,5.7,367.5,130.6,Maize
5.7,215.6,11.1,360.5,130.6,Maize
6.6,192.8,3.3,287.2,130.6,Maize
6.5,179.5,3.8,352.8,130.6,Maize
6.7,166.4,5.1,355.8,130.6,Maize
5.7,129.7,3.8,288.1,130.6,Maize
6.2,146.1,11.3,305.7,130.6,Maize
6.6,128.6,5.4,308.7,130.6,Maize
6.6,125.6,11.2,290.3,130.6,Maize
6.8,170.9,11.5,282.0,130.6,Maize
6.8,192.1,10.4,343.6,130.6,Maize
6.4,145.3,6.4,390.4,130.6,Maize
5.8,149.2,5.2,389.8,130.6,Maize
6.6,177.9,6.9,348.9,130.6,Maize
6.4,164.8,5.1,350.3,130.6,Maize
6.9,134.8,4.9,321.0,130.6,Maize
6.1,198.0,11.4,324.8,130.6,Maize
6.4,184.3,4.4,336.0,130.6,Maize
6.7,215.1,7.6,322.8,130.6,Maize
6.4,171.7,4.9,319.4,130.6,Maize
6.2,156.3,5.8,381.3,130.6,Maize
6.7,177.1,7.1,294.7,130.6,Maize
5.6,150.2,8.7,355.7,130.6,Maize
6.6,205.6,4.0,323.7,130.6,Maize
5.6,161.9,4.6,345.8,130.6,Maize
6.5,165.7,11.2,369.5,130.6,Maize
6.1,136.3,10.5,276.9,130.6,Maize
6.3,186.6,6.0,311.6,130.6,Maize
6.9,128.6,4.3,309.0,130.6,Maize
6.7,197.1,10.4,364.8,130.6,Maize
6.2,199.2,11.4,303.6,130.6,Maize
6.2,162.6,5.7,383.0,130.6,Maize
5.8,148.3,8.0,288.7,130.6,Maize
6.1,166.8,9.1,323.2,130.6,Maize
6.8,151.8,9.5,356.4,130.6,Maize
5.9,220.1,9.0,378.2,130.6,Maize
6.5,219.5,5.0,389.6,130.6,Maize
6.9,203.7,9.3,332.1,130.6,Maize
6.8,165.3,6.6,338.9,130.6,Maize
6.2,201.0,4.8,369.8,130.6,Maize
6.2,134.0,4.0,304.5,130.6,Maize
5.6,204.9,5.3,362.8,130.6,Maize
5.8,174.1,9.6,345.1,130.6,Maize
5.7,138.7,3.5,311.8,130.6,Maize
6.6,204.1,6.0,313.8,130.6,Maize
5.8,198.3,8.3,303.1,130.6,Maize
6.7,200.4,4.6,276.8,130.6,Maize
6.6,215.1,11.7,311.8,130.6,Maize
6.2,158.9,6.7,346.4,130.6,Maize
6.6,220.4,10.3,293.0,130.6,Maize
6.3,205.4,10.4,344.8,130.6,Maize
6.7,208.4,5.0,276.7,130.6,Maize
6.3,130.7,9.6,343.3,130.6,Maize
6.5,193.5,4.2,378.8,130.6,Maize
5.7,144.9,4.2,333.4,130.6,Maize
6.3,219.4,10.7,292.5,130.6,Maize
5.6,134.9,5.8,374.3,130.6,Maize
6.1,218.6,5.0,337.1,130.6,Maize
7.0,169.1,9.5,368.6,130.6,Maize
6.3,202.7,8.7,335.1,130.6,Maize
5.9,160.9,4.0,378.1,130.6,Maize
5.5,204.3,6.1,385.8,130.6,Maize
7.0,166.2,6.6,331.4,130.6,Maize
6.5,140.2,6.0,351.4,130.6,Maize
5.8,151.6,11.0,383.7,130.6,Maize
6.4,187.9,5.5,307.1,130.6,Maize
6.7,143.2,9.6,380.7,130.6,Maize
6.2,188.6,9.8,376.4,130.6,Maize
6.6,218.8,8.1,386.9,130.6,Maize
5.6,199.0,4.5,372.8,130.6,Maize
6.3,182.9,3.6,331.5,130.6,Maize
6.3,146.1,4.0,284.3,130.6,Maize
6.0,161.4,9.7,277.5,130.6,Maize
5.9,130.6,6.2,369.2,130.6,Maize
5.8,173.4,9.8,289.6,130.6,Maize
6.3,184.3,5.6,324.8,130.6,Maize
5.9,148.7,6.2,371.4,130.6,Maize
6.6,163.2,10.1,278.5,130.6,Maize
6.8,155.7,6.8,324.3,130.6,Maize
6.0,193.8,8.7,336.8,130.6,Maize
6.2,193.6,10.6,340.9,130.6,Maize
6.9,185.4,3.9,374.6,130.6,Maize
6.8,144.2,5.1,366.6,130.6,Maize
5.6,201.1,6.3,372.3,130.6,Maize
5.9,175.5,5.3,380.3,130.6,Maize
6.5,150.9,10.4,372.6,130.6,Maize
6.8,147.8,10.7,367.7,130.6,Maize
6.3,166.3,10.7,310.2,130.6,Maize
5.8,139.7,3.3,327.2,130.6,Maize
6.1,200.1,10.6,342.8,130.6,Maize
6.4,185.2,9.6,361.2,130.6,Maize
5.9,148.6,6.1,319.6,130.6,Maize
5.8,128.5,5.4,364.9,130.6,Maize
6.5,179.7,11.7,294.2,130.6,Maize
6.9,148.5,5.0,285.1,130.6,Maize
5.8,196.8,5.0,333.0,130.6,Maize
5.7,215.3,6.3,365.3,130.6,Maize
7.0,125.8,9.0,307.9,130.6,Maize
5.8,127.9,9.0,360.7,130.6,Maize
6.9,153.3,9.4,284.7,130.6,Maize
6.1,140.9,10.4,316.2,130.6,Maize
6.9,170.4,4.8,346.1,130.6,Maize
6.3,214.2,5.0,336.8,130.6,Maize
6.1,220.4,6.1,316.4,130.6,Maize
6.9,149.3,8.7,321.0,130.6,Maize
6.3,171.6,6.5,288.4,130.6,Maize
6.0,194.5,5.5,289.1,130.6,Maize
6.2,217.0,10.7,382.1,130.6,Maize
6.2,200.1,7.2,315.3,130.6,Maize
6.0,129.0,8.3,352.2,130.6,Maize
6.8,201.1,7.7,378.9,130.6,Maize
6.1,151.4,4.4,342.4,130.6,Maize
5.9,174.7,11.0,314.7,130.6,Maize
6.5,125.2,9.7,303.3,130.6,Maize
5.8,212.5,7.6,278.5,130.6,Maize
6.3,167.3,3.6,292.6,130.6,Maize
6.6,129.7,6.4,338.9,130.6,Maize
5.9,136.9,5.8,363.1,130.6,Maize
5.7,157.0,3.4,364.7,130.6,Maize
6.7,139.8,4.0,376.1,130.6,Maize
5.8,185.0,8.6,338.7,130.6,Maize
5.6,166.5,6.9,387.4,130.6,Maize
7.0,214.1,4.7,363.8,130.6,Maize
5.5,146.1,4.5,278.0,130.6,Maize
6.1,167.7,6.1,314.1,130.6,Maize
6.6,185.0,3.9,283.4,130.6,Maize
6.3,200.2,6.0,382.7,130.6,Maize
6.8,196.0,9.7,363.3,130.6,Maize
5.9,194.6,11.2,364.5,130.6,Maize
6.2,190.9,11.7,286.7,130.6,Maize
7.0,204.7,8.8,340.1,130.6,Maize
6.7,178.7,10.4,294.7,130.6,Maize
5.7,143.5,5.2,362.2,130.6,Maize
6.9,208.1,6.1,355.0,130.6,Maize
5.8,213.0,4.3,365.7,130.6,Maize
5.8,139.1,5.4,383.8,130.6,Maize
6.4,216.0,10.2,362.6,130.6,Maize
5.9,213.3,8.2,280.0,130.6,Maize
6.0,148.0,9.5,365.1,130.6,Maize
6.4,210.3,8.6,323.0,130.6,Maize
6.1,207.4,10.3,335.0,130.6,Maize
6.6,219.9,4.1,334.1,130.6,Maize
6.0,206.6,11.6,307.9,130.6,Maize
5.6,159.1,3.9,310.3,130.6,Maize
6.8,203.3,4.2,307.2,130.6,Maize
6.1,171.1,7.9,354.1,130.6,Maize
6.1,201.5,11.5,292.0,130.6,Maize
6.0,195.5,10.1,310.2,130.6,Maize
6.8,197.2,5.3,327.6,130.6,Maize
6.9,215.6,10.9,326.2,130.6,Maize
6.1,172.0,8.3,335.8,130.6,Maize
6.5,208.5,10.4,290.9,130.6,Maize
5.9,141.5,10.1,300.7,130.6,Maize
5.7,137.1,4.7,344.3,130.6,Maize
6.4,149.5,4.5,386.1,130.6,Maize
6.3,143.1,5.4,322.4,130.6,Maize
6.5,156.7,9.4,302.1,130.6,Maize
6.6,137.0,4.7,388.8,130.6,Maize
6.1,190.8,4.9,389.0,130.6,Maize
6.0,198.5,6.3,373.0,130.6,Maize
6.0,155.0,8.4,282.2,130.6,Maize
5.7,162.1,4.5,276.9,130.6,Maize
6.1,125.6,4.1,351.8,130.6,Maize
6.4,144.7,8.1,385.2,130.6,Maize
6.5,140.9,10.3,367.9,130.6,Maize
6.2,133.9,5.9,299.2,130.6,Maize
6.6,145.2,5.9,346.9,130.6,Maize
6.3,168.6,7.3,314.0,130.6,Maize
6.9,205.0,3.7,290.5,130.6,Maize
5.7,166.1,5.1,374.0,130.6,Maize
6.4,145.2,6.4,342.2,130.6,Maize
7.0,164.5,10.7,301.7,130.6,Maize
6.5,164.3,9.4,314.1,130.6,Maize
6.5,185.1,8.2,300.9,130.6,Maize
6.7,140.0,8.0,367.1,130.6,Maize
6.1,204.7,8.8,289.2,130.6,Maize
5.8,164.0,7.6,350.4,130.6,Maize
6.5,160.5,7.5,382.4,130.6,Maize
6.5,164.4,10.6,373.6,130.6,Maize
6.7,194.9,8.6,341.2,130.6,Maize
6.9,144.4,4.8,352.5,130.6,Maize
6.1,168.4,11.1,338.2,130.6,Maize
6.9,194.9,5.2,297.0,130.6,Maize
6.9,149.4,4.6,328.5,130.6,Maize
6.8,217.3,4.5,353.5,130.6,Maize
7.0,151.9,4.2,324.8,130.6,Maize
6.3,205.8,10.6,326.6,130.6,Maize
6.3,136.9,8.9,276.3,130.6,Maize
6.8,149.2,11.5,374.0,130.6,Maize
6.7,171.7,11.4,331.9,130.6,Maize
6.4,170.6,3.4,310.5,130.6,Maize
6.4,162.2,3.8,292.3,130.6,Maize
5.8,198.3,7.0,325.0,130.6,Maize
5.6,176.5,8.1,370.5,130.6,Maize
6.1,189.9,3.8,338.9,130.6,Maize
5.9,133.6,4.5,311.6,130.6,Maize
6.9,207.8,7.8,355.4,130.6,Maize
5.7,156.9,11.7,297.3,130.6,Maize
6.7,151.3,5.9,377.7,130.6,Maize
6.3,140.8,6.6,280.7,130.6,Maize
6.8,216.8,6.0,279.4,130.6,Maize
7.0,165.6,8.1,316.9,130.6,Maize
6.5,141.9,9.0,388.3,130.6,Maize
6.9,200.9,10.9,331.3,130.6,Maize
6.1,135.1,7.1,314.9,130.6,Maize
6.9,185.9,5.5,372.1,130.6,Maize
7.0,155.6,8.0,354.5,130.6,Maize
6.1,187.7,4.8,386.9,130.6,Maize
6.7,130.3,11.0,308.2,130.6,Maize
6.2,207.6,10.4,352.3,130.6,Maize
6.3,182.4,7.5,301.1,130.6,Maize
6.1,148.0,9.0,367.3,130.6,Maize
6.9,134.3,8.7,285.2,130.6,Maize
6.1,193.7,7.1,349.1,130.6,Maize
5.6,142.1,5.2,301.9,130.6,Maize
6.0,155.9,9.4,374.1,130.6,Maize
5.9,194.7,10.2,382.4,130.6,Maize
5.6,220.6,5.2,321.6,130.6,Maize
5.7,197.3,6.0,299.3,130.6,Maize
6.8,198.8,7.0,280.4,130.6,Maize
5.6,170.4,3.8,322.9,130.6,Maize
5.8,160.7,8.3,356.9,130.6,Maize
6.3,164.8,7.4,321.5,130.6,Maize
5.9,129.4,4.0,369.9,130.6,Maize
6.1,171.9,3.9,359.6,130.6,Maize
6.2,155.9,6.2,357.0,130.6,Maize
5.9,189.5,3.4,354.8,130.6,Maize
5.9,143.1,8.3,366.2,130.6,Maize
6.4,220.1,5.7,317.9,130.6,Maize
5.7,192.8,8.9,303.9,130.6,Maize
6.9,183.8,10.7,295.3,130.6,Maize
6.5,139.4,4.5,333.7,130.6,Maize
5.6,125.2,11.0,332.5,130.6,Maize
6.7,183.8,7.9,379.9,130.6,Maize
6.9,202.4,9.2,377.1,130.6,Maize
6.3,220.1,10.4,316.6,130.6,Maize
5.9,162.6,8.1,370.1,130.6,Maize
7.0,213.0,11.1,302.6,130.6,Maize
6.5,169.1,4.3,325.6,130.6,Maize
6.2,153.6,10.4,322.2,130.6,Maize
6.1,147.2,6.0,329.6,130.6,Maize
6.4,190.6,8.6,352.3,130.6,Maize
5.7,162.7,10.7,322.3,130.6,Maize
6.1,149.7,7.0,300.4,130.6,Maize
6.8,218.1,8.4,282.6,130.6,Maize
6.9,145.3,11.5,301.7,130.6,Maize
6.4,204.0,9.5,355.2,130.6,Maize
5.7,200.6,10.3,353.6,130.6,Maize
6.2,179.4,5.2,334.3,130.6,Maize
6.3,132.1,10.7,373.6,130.6,Maize
7.0,156.3,8.5,312.8,130.6,Maize
6.2,194.4,10.9,335.8,130.6,Maize
6.4,195.9,8.0,293.1,130.6,Maize
5.8,192.6,5.2,363.4,130.6,Maize
6.7,129.0,7.0,292.5,130.6,Maize
6.0,136.5,3.4,352.4,130.6,Maize
6.9,212.8,8.5,300.6,130.6,Maize
6.5,206.0,6.8,300.6,130.6,Maize
6.2,145.1,5.8,376.1,130.6,Maize
6.0,159.1,8.9,283.4,130.6,Maize
6.1,166.6,4.1,323.9,130.6,Maize
6.0,127.4,11.1,361.8,130.6,Maize
6.7,181.3,8.4,382.1,130.6,Maize
6.7,126.6,11.1,321.9,130.6,Maize
6.9,175.5,4.0,356.2,130.6,Maize
5.8,185.6,9.5,343.6,130.6,Maize
5.7,199.2,5.8,388.3,130.6,Maize
6.9,165.1,11.1,334.0,130.6,Maize
5.8,207.7,8.3,285.2,130.6,Maize
6.6,209.1,3.8,277.4,130.6,Maize
6.1,216.8,8.0,300.5,130.6,Maize
6.9,183.4,4.6,370.8,130.6,Maize
6.4,150.5,11.7,336.2,130.6,Maize
5.6,144.4,9.1,365.8,130.6,Maize
7.0,189.8,3.5,364.5,130.6,Maize
5.7,180.2,11.4,370.8,130.6,Maize
5.5,153.0,7.0,288.5,130.6,Maize
6.6,155.4,5.8,359.7,130.6,Maize
6.4,136.7,4.9,315.4,130.6,Maize
6.7,135.1,6.5,313.6,130.6,Maize
5.6,197.4,8.5,382.2,130.6,Maize
5.8,170.7,4.2,376.5,130.6,Maize
6.5,176.6,8.7,376.6,130.6,Maize
6.3,160.2,5.6,304.2,130.6,Maize
5.9,189.3,4.4,352.9,130.6,Maize
5.9,174.6,6.5,372.3,130.6,Maize
5.6,137.6,8.8,297.9,130.6,Maize
6.1,190.9,9.6,353.8,130.6,Maize
6.0,176.4,6.6,349.8,130.6,Maize
6.7,161.7,8.6,331.2,130.6,Maize
6.8,125.8,11.3,318.2,130.6,Maize
6.9,167.0,9.4,342.2,130.6,Maize
6.5,163.4,11.0,294.3,130.6,Maize
6.7,149.0,9.6,332.4,130.6,Maize
5.7,201.4,3.7,300.4,130.6,Maize
5.8,127.8,9.7,301.0,130.6,Maize
6.2,173.1,4.0,302.0,130.6,Maize
6.2,159.7,7.0,346.5,130.6,Maize
6.1,173.0,5.0,366.8,130.6,Maize
6.5,197.7,9.9,324.1,130.6,Maize
5.9,188.1,11.3,347.8,130.6,Maize
6.3,197.5,9.6,278.5,130.6,Maize
5.9,179.6,6.6,333.0,130.6,Maize
6.6,202.3,4.0,349.5,130.6,Maize
5.7,171.8,4.9,283.8,130.6,Maize
6.6,145.4,6.2,342.5,130.6,Maize
6.0,140.5,7.0,288.7,130.6,Maize
5.7,159.8,7.1,317.6,130.6,Maize
6.5,194.5,11.4,341.1,130.6,Maize
6.3,198.5,11.6,299.9,130.6,Maize
5.7,198.5,5.7,328.4,130.6,Maize
6.7,175.0,3.8,335.6,130.6,Maize
6.3,164.2,9.4,305.3,130.6,Maize
6.4,216.2,7.1,289.5,130.6,Maize
6.8,158.3,8.6,296.0,130.6,Maize
5.6,208.1,8.1,322.3,130.6,Maize
6.7,216.4,10.4,322.8,130.6,Maize
6.1,217.6,8.2,351.0,130.6,Maize
5.9,215.8,11.5,301.2,130.6,Maize
6.6,130.9,10.0,286.1,130.6,Maize
6.0,214.7,8.9,305.3,130.6,Maize
5.6,158.4,9.7,287.3,130.6,Maize
6.2,182.0,4.9,285.3,130.6,Maize
6.3,132.2,9.0,284.0,130.6,Maize
5.7,214.6,11.4,292.7,130.6,Maize
5.9,130.3,7.9,354.5,130.6,Maize
6.5,179.8,4.9,287.3,130.6,Maize
5.9,189.9,10.1,343.4,130.6,Maize
5.7,199.2,10.4,375.6,130.6,Maize
5.8,155.8,7.0,349.1,130.6,Maize
6.3,171.7,4.0,293.8,130.6,Maize
5.6,180.5,3.6,300.3,130.6,Maize
7.0,165.6,9.2,290.0,130.6,Maize
6.7,171.5,6.8,310.2,130.6,Maize
5.7,166.7,11.3,307.7,130.6,Maize
6.7,168.3,6.5,329.1,130.6,Maize
5.8,175.3,9.6,342.7,130.6,Maize
6.3,139.5,9.9,350.9,130.6,Maize
6.2,542.7,21.4,314.2,1302.9,Moong
6.2,457.5,16.3,338.6,1302.9,Moong
7.1,509.2,20.8,341.9,1302.9,Moong
6.2,523.3,12.3,295.6,1302.9,Moong
6.3,569.4,19.1,324.1,1302.9,Moong
6.2,510.6,18.2,299.1,1302.9,Moong
6.9,594.9,19.6,309.2,1302.9,Moong
6.7,493.4,13.0,337.6,1302.9,Moong
6.2,559.5,20.2,303.6,1302.9,Moong
6.9,560.3,20.5,303.5,1302.9,Moong
7.1,548.0,17.0,313.5,1302.9,Moong
6.4,561.4,17.5,295.9,1302.9,Moong
6.9,485.8,15.9,344.0,1302.9,Moong
6.5,567.6,13.0,312.1,1302.9,Moong
6.4,518.8,19.7,317.1,1302.9,Moong
7.0,541.9,15.8,322.4,1302.9,Moong
7.1,506.3,11.6,297.9,1302.9,Moong
7.2,589.5,12.4,326.1,1302.9,Moong
6.5,494.6,14.6,322.4,1302.9,Moong
6.5,451.6,12.0,291.7,1302.9,Moong
6.6,593.4,14.3,296.9,1302.9,Moong
7.1,496.8,20.2,289.2,1302.9,Moong
6.5,584.4,17.4,298.6,1302.9,Moong
6.8,446.4,14.5,283.4,1302.9,Moong
6.6,461.6,21.2,324.5,1302.9,Moong
6.9,558.1,16.1,311.4,1302.9,Moong
7.0,536.6,15.6,303.5,1302.9,Moong
6.7,551.2,19.8,330.3,1302.9,Moong
6.2,475.3,21.9,291.1,1302.9,Moong
6.7,447.8,13.9,283.7,1302.9,Moong
7.0,462.9,14.7,297.3,1302.9,Moong
7.1,497.2,13.6,291.7,1302.9,Moong
6.9,510.2,19.8,342.5,1302.9,Moong
6.2,504.3,12.4,289.5,1302.9,Moong
6.9,500.3,11.9,330.2,1302.9,Moong
6.4,471.1,12.2,294.3,1302.9,Moong
7.2,537.4,16.6,286.2,1302.9,Moong
6.2,571.8,16.1,343.1,1302.9,Moong
7.1,445.9,21.2,307.7,1302.9,Moong
7.0,548.9,17.6,306.1,1302.9,Moong
6.2,489.8,21.0,298.1,1302.9,Moong
6.7,540.2,21.7,298.8,1302.9,Moong
6.9,477.3,15.7,286.4,1302.9,Moong
7.2,540.6,11.6,319.6,1302.9,Moong
7.1,482.2,11.6,328.7,1302.9,Moong
6.3,513.8,15.6,281.3,1302.9,Moong
7.2,473.2,21.4,344.9,1302.9,Moong
6.2,533.6,19.1,327.7,1302.9,Moong
6.2,458.9,15.5,326.1,1302.9,Moong
6.6,575.8,11.3,315.0,1302.9,Moong
6.3,553.5,18.9,288.0,1302.9,Moong
7.1,492.5,20.4,297.3,1302.9,Moong
6.1,519.9,21.3,315.5,1302.9,Moong
6.7,489.3,20.4,329.1,1302.9,Moong
6.7,548.6,11.4,301.7,1302.9,Moong
6.4,571.7,16.4,340.7,1302.9,Moong
6.2,533.5,17.8,320.2,1302.9,Moong
6.6,564.5,14.1,301.1,1302.9,Moong
6.2,544.9,18.9,341.0,1302.9,Moong
6.9,579.7,19.4,281.7,1302.9,Moong
6.5,588.5,12.1,325.1,1302.9,Moong
6.2,573.1,19.1,327.5,1302.9,Moong
6.1,519.1,14.6,326.5,1302.9,Moong
6.3,452.2,19.0,291.7,1302.9,Moong
7.2,525.9,19.3,285.9,1302.9,Moong
6.6,469.7,14.1,345.2,1302.9,Moong
6.9,460.5,12.4,308.6,1302.9,Moong
6.3,536.5,14.4,326.0,1302.9,Moong
6.3,466.5,16.2,342.1,1302.9,Moong
6.9,540.8,19.1,325.7,1302.9,Moong
6.5,534.9,20.6,323.7,1302.9,Moong
7.0,470.2,19.1,317.3,1302.9,Moong
6.4,595.2,16.8,317.0,1302.9,Moong
6.4,564.1,19.3,333.8,1302.9,Moong
6.5,550.7,18.9,338.7,1302.9,Moong
6.4,468.6,18.7,313.7,1302.9,Moong
6.7,553.2,12.5,311.7,1302.9,Moong
6.1,555.4,17.5,295.3,1302.9,Moong
6.5,565.4,19.6,322.2,1302.9,Moong
7.2,551.1,21.0,316.3,1302.9,Moong
6.5,578.6,20.4,320.1,1302.9,Moong
6.5,534.5,11.0,317.3,1302.9,Moong
6.8,529.1,16.1,311.1,1302.9,Moong
7.0,528.5,12.4,330.2,1302.9,Moong
6.8,456.0,11.6,292.0,1302.9,Moong
7.1,569.6,16.7,336.6,1302.9,Moong
6.5,464.9,13.6,295.2,1302.9,Moong
6.2,503.9,13.2,329.4,1302.9,Moong
6.5,592.4,17.4,284.0,1302.9,Moong
6.3,579.4,14.1,335.6,1302.9,Moong
6.4,551.0,11.8,325.4,1302.9,Moong
6.5,479.5,16.5,336.7,1302.9,Moong
6.9,563.2,16.0,295.5,1302.9,Moong
6.8,443.3,19.3,330.5,1302.9,Moong
6.5,526.5,14.7,336.2,1302.9,Moong
7.1,531.9,16.7,311.1,1302.9,Moong
6.4,565.8,16.2,317.3,1302.9,Moong
6.6,567.8,11.0,337.5,1302.9,Moong
6.3,541.7,15.5,321.6,1302.9,Moong
6.3,592.6,20.2,282.1,1302.9,Moong
6.7,557.2,18.6,322.1,1302.9,Moong
6.3,492.2,16.7,287.5,1302.9,Moong
6.3,465.4,17.1,285.7,1302.9,Moong
7.1,539.0,18.0,339.6,1302.9,Moong
6.4,594.8,14.2,337.0,1302.9,Moong
6.3,523.7,14.8,341.0,1302.9,Moong
6.6,444.7,13.0,290.9,1302.9,Moong
7.1,516.3,17.0,280.9,1302.9,Moong
7.0,571.0,18.9,343.3,1302.9,Moong
6.7,450.9,18.9,313.1,1302.9,Moong
6.1,581.4,15.2,309.5,1302.9,Moong
6.6,463.4,14.1,344.6,1302.9,Moong
6.9,581.7,13.8,282.2,1302.9,Moong
6.9,440.9,10.9,298.0,1302.9,Moong
6.1,588.8,15.5,296.4,1302.9,Moong
7.1,577.2,20.2,287.3,1302.9,Moong
6.3,490.2,21.4,319.7,1302.9,Moong
6.4,532.6,13.8,332.0,1302.9,Moong
6.5,530.6,16.6,309.6,1302.9,Moong
6.8,467.3,14.0,301.8,1302.9,Moong
6.1,587.0,11.4,305.2,1302.9,Moong
6.7,592.7,12.7,320.7,1302.9,Moong
6.2,523.5,12.8,294.4,1302.9,Moong
6.9,499.2,15.1,299.8,1302.9,Moong
6.1,504.1,17.0,288.8,1302.9,Moong
6.7,480.8,13.0,318.3,1302.9,Moong
6.6,554.6,19.7,324.0,1302.9,Moong
7.0,446.0,19.4,322.4,1302.9,Moong
7.0,477.9,13.4,280.6,1302.9,Moong
6.9,550.0,17.2,315.6,1302.9,Moong
6.4,480.3,21.3,288.3,1302.9,Moong
6.9,463.1,15.9,291.1,1302.9,Moong
6.2,541.5,19.4,302.9,1302.9,Moong
7.0,452.2,15.5,319.4,1302.9,Moong
6.5,593.6,13.7,345.7,1302.9,Moong
6.7,494.8,16.6,330.2,1302.9,Moong
6.6,590.3,11.8,328.7,1302.9,Moong
6.8,452.4,11.6,317.3,1302.9,Moong
6.1,534.3,14.7,316.9,1302.9,Moong
6.4,495.3,16.3,295.1,1302.9,Moong
7.0,446.3,11.3,281.3,1302.9,Moong
6.6,493.5,14.2,298.3,1302.9,Moong
6.1,498.6,18.5,302.7,1302.9,Moong
6.7,444.5,12.9,308.5,1302.9,Moong
6.7,491.7,19.3,318.6,1302.9,Moong
6.4,447.7,18.1,314.0,1302.9,Moong
6.3,507.0,16.9,334.0,1302.9,Moong
6.2,581.4,12.7,341.6,1302.9,Moong
6.8,506.5,15.8,334.6,1302.9,Moong
6.9,578.5,20.8,295.4,1302.9,Moong
6.2,584.5,15.5,304.4,1302.9,Moong
7.0,551.3,14.7,284.8,1302.9,Moong
6.2,484.5,17.8,339.5,1302.9,Moong
6.8,589.0,17.5,292.0,1302.9,Moong
6.3,513.9,13.1,314.3,1302.9,Moong
6.2,546.0,16.0,317.7,1302.9,Moong
6.2,563.2,18.6,303.2,1302.9,Moong
